Order ID,Order Date,Customer ID,Customer Name,Region,Product Category,Product Name,Quantity Sold,Unit Price,Discount (%),Salesperson,Payment Method,Order Status,Total Sales,Profit Margin,Month,Year,Total
5c7a584d-28b0-4f39-bc9f-f6c0ac33c96c,2019-01-23,f427e007-7533-47c7-9a80-4c51204bfdb7,Peter Williams,Asia,Clothing,Fact,3,396.15,11.56,Michelle Garza,Credit Card,Returned,1051.07,365.72,2019-01,2019,1188.4499999999998
14c47a0c-ee01-409b-9416-dba16c8fb022,2019-01-24,c83ff228-272a-48c5-8417-7f69ba674cc3,Michelle Dean,Asia,Electronics,Those,8,222.85,20.52,Diane Andrews,Amazon Pay,Returned,1416.97,493.04,2019-01,2019,1782.8
cac09295-c995-4df1-86a1-8c8fd40bbf07,2019-01-24,b1ba495a-a1f6-4da4-bd7f-31868357cc05,Shelley Best,Australia,Books,Feel,10,325.4,29.32,Caleb Camacho,Amazon Pay,Completed,2299.93,800.27,2019-01,2019,3254.0
74b37cfd-b371-4a95-ade4-7b89cae505a1,2019-01-24,7fcbb3d1-4614-4c62-94e6-5673e4eb007d,Katelyn Horn,Asia,Toys,Summer,1,171.78,20.34,Joseph Brooks,Credit Card,Cancelled,136.84,47.61,2019-01,2019,171.78
3d7becbf-a8a0-4975-ad2c-7a58518ac2e0,2019-01-24,641a5f68-f1d5-46fa-a91b-81b6837badca,Charlotte Rios,North America,Toys,Group,10,399.49,3.4,Susan Edwards,Gift Card,Pending,3859.07,1342.78,2019-01,2019,3994.9
406ed6b4-9544-4583-8ea5-cf797fba06cf,2019-01-24,9cb907bd-b4b3-40d8-9350-1ec8ad157b75,Tara Lee,North America,Electronics,Tv,5,338.23,3.75,Mary Scott,Debit Card,Completed,1627.73,566.38,2019-01,2019,1691.15
1fdff6fd-f4d3-4385-a5a5-8482505e4a80,2019-01-24,73acce27-cae4-4282-81f5-f5619271b0b0,Diana Vega,North America,Electronics,Business,1,420.93,15.06,Joseph Brooks,Debit Card,Pending,357.54,124.41,2019-01,2019,420.93
d66fd722-2066-4187-b8dd-17b9172c490a,2019-01-24,303cd35f-5359-4c3e-96e5-b09291c6c250,Drew Rogers,Australia,Home & Kitchen,Pressure,3,224.36,16.27,Christina Thompson,Debit Card,Returned,563.57,196.1,2019-01,2019,673.08
7f825d3e-355e-450a-a3e2-1e9a666adc40,2019-01-25,fd20c75d-5d1f-46b1-bea3-870bcfda67bd,Jonathan Cuevas,North America,Sports,Establish,3,494.44,14.98,Emily Matthews,Gift Card,Returned,1261.12,438.81,2019-01,2019,1483.32
67cf15d3-1ce7-4137-81d8-2603697d1366,2019-01-25,93b3d6b3-bd07-4d76-ba09-b8ce0b6d102f,James Martinez,Australia,Books,Ahead,8,481.87,20.58,Caitlyn Boyd,Amazon Pay,Cancelled,3061.61,1065.3,2019-01,2019,3854.96
c3ef27ec-b0e9-4469-8319-1b5a5f844acb,2019-01-26,e197e884-9661-469b-8497-52e65ffdb74b,Terri Graham,Asia,Clothing,Member,5,53.91,5.55,Adam Smith,Gift Card,Pending,254.59,88.59,2019-01,2019,269.54999999999995
8a8b3f61-1705-4c15-b6f9-1ea04ce79dc5,2019-01-27,10f70481-e02c-4e47-ae07-827e546b6cc3,Kenneth Moore,North America,Books,Big,5,142.74,29.57,Susan Edwards,Gift Card,Returned,502.66,174.9,2019-01,2019,713.7
e111a06d-ffe5-436f-a673-736efdee7cca,2019-01-27,e66b2f35-60ef-47a7-bd75-567cab47be72,Jessica Whitehead,Europe,Books,Stay,4,377.89,22.41,Steven Coleman,Credit Card,Completed,1172.82,408.09,2019-01,2019,1511.56
1f948715-fef2-4845-8da8-3538f61eb8d3,2019-01-28,c071ccec-cb2e-4d4c-aef6-24575e7858f3,Andrew Richardson,Europe,Toys,Wrong,10,181.15,27.96,Caleb Camacho,Credit Card,Completed,1305.0,454.08,2019-01,2019,1811.5
5c6efbbb-71ed-41ca-b59e-45fb7249bffc,2019-01-28,050b46f5-49e5-4842-bbfa-f1517abe87c2,Adam Le,Australia,Home & Kitchen,Or,9,425.2,4.96,Adam Smith,Credit Card,Completed,3636.99,1265.51,2019-01,2019,3826.7999999999997
95de4b9d-5093-43d5-bf69-6ad55aa95142,2019-01-28,9a95cdef-4306-40c8-9a85-538f215cd1e2,Kathryn Cox,North America,Clothing,Heart,9,278.18,9.59,Johnny Marshall,Credit Card,Returned,2263.52,787.6,2019-01,2019,2503.62
0a47d8a3-7bb4-4f71-93f0-0e1af47c24ae,2019-01-29,1d7f526d-138d-41db-be97-eac92a144af4,Brooke Hernandez,Australia,Home & Kitchen,Test,10,69.74,17.63,Charles Smith,Credit Card,Pending,574.45,199.88,2019-01,2019,697.4
de99bd7f-dcec-4b8f-9ff6-1a7b867f0639,2019-01-29,b6723bd2-47f3-406f-81c8-224edd73273f,Sherry Williams,North America,Electronics,Might,10,187.13,7.65,Jason Nelson,PayPal,Cancelled,1728.15,601.32,2019-01,2019,1871.3
4bc60d95-ca84-43b7-83c9-c521634f5f1a,2019-01-29,f7832615-5960-4c7c-863a-268448f7abd4,Christopher Hughes,Australia,Sports,Mouth,1,19.69,10.56,Christina Thompson,Credit Card,Returned,17.61,6.13,2019-01,2019,19.69
440d0143-fe58-4db8-be38-73ada9adbae2,2019-01-29,682742ce-afca-4719-b72b-7d85ae985747,Shawn Holmes,North America,Beauty,Everything,9,450.3,19.82,Michelle Andersen,Debit Card,Completed,3249.45,1130.66,2019-01,2019,4052.7000000000003
1dc458df-3cb1-460b-a48e-111052a0b4f9,2019-01-29,ce865928-8e42-4d61-82a2-21695d01dce0,Justin Jackson,Europe,Books,Prevent,4,94.92,2.68,Kristen Ramos,Gift Card,Completed,369.5,128.57,2019-01,2019,379.68
5036293f-1e1c-4935-9a94-3a9ba20c8eb2,2019-01-30,5c808cb6-9117-4a12-835b-2fae74aabb57,Steven Tran,Australia,Electronics,Hospital,3,496.29,5.11,Bradley Howe,Gift Card,Completed,1412.79,491.59,2019-01,2019,1488.8700000000001
798b11a6-be6e-4213-8a76-ffa916be0346,2019-01-30,d22661db-d1bb-4761-9339-e64f2ecb8fda,Brittany Vaughn,North America,Beauty,News,2,298.81,20.12,Sandra Luna,PayPal,Returned,477.38,166.11,2019-01,2019,597.62
c3340884-0783-4c41-b84e-504034095f3b,2019-01-31,814106df-d96d-444c-abca-d8ad12c4f90c,Andrew Ortiz,Asia,Electronics,Strategy,5,401.61,10.05,Emily Matthews,Debit Card,Pending,1806.24,628.49,2019-01,2019,2008.0500000000002
113b65c1-05b7-4624-bd8a-afcac77560b6,2019-01-31,e2047fe5-80d9-418c-9e34-4afeb87a0de1,Jacob Munoz,North America,Clothing,Ball,7,269.14,15.46,Jason Nelson,Gift Card,Pending,1592.72,554.19,2019-01,2019,1883.98
6cd56819-4d00-4397-adc9-4749696e595c,2019-02-01,81fe59c6-e171-4b6f-a0a6-5d59e81e40dd,Carol Shaw,South America,Electronics,Civil,9,406.76,18.71,Joseph Brooks,PayPal,Cancelled,2975.9,1035.48,2019-02,2019,3660.84
3fd902ad-94ec-4a5c-afe4-a2976b35a7c9,2019-02-02,e76bf026-5008-4c8a-8869-c76cde7a662c,Rebecca Rivera,Asia,Home & Kitchen,Never,3,47.32,24.52,Emily Matthews,Gift Card,Returned,107.15,37.28,2019-02,2019,141.96
99d4b5e5-3bd3-4e13-b1d2-bc88b4f34c2a,2019-02-02,ff0b763d-1adc-4947-b6be-9bb74d7f34f2,Mark Hernandez,Europe,Clothing,Because,3,29.26,22.27,Caitlyn Boyd,Debit Card,Pending,68.23,23.74,2019-02,2019,87.78
c7ff529a-d00b-4d37-8c9a-2b97c7bedae0,2019-02-02,15a06880-4f6d-400b-8ae7-a5cb4b01edc4,Sarah Miller,Asia,Sports,Agency,7,289.09,13.29,Christina Thompson,Credit Card,Completed,1754.69,610.55,2019-02,2019,2023.6299999999999
7e05c96d-15ee-498c-b355-925852978cac,2019-02-02,e62791d2-0252-4ac8-b442-d151f330bc24,Cynthia Buckley,Asia,Home & Kitchen,My,3,383.32,19.04,Michelle Garza,Amazon Pay,Completed,931.01,323.95,2019-02,2019,1149.96
48383d7a-8a01-455c-9175-0e86a2dedcc8,2019-02-03,1851cd68-8bf3-47be-823c-79dfea0dadc0,Jon Bennett,South America,Home & Kitchen,West,10,145.26,4.61,Kristen Ramos,PayPal,Completed,1385.64,482.14,2019-02,2019,1452.6
2f811d02-b67d-484d-9bb8-3b4536471fa5,2019-02-03,8772e277-c1a7-490e-9a09-1af50c0079b0,Thomas Blevins,Europe,Home & Kitchen,Similar,10,481.47,5.91,Kristen Ramos,Gift Card,Pending,4530.15,1576.29,2019-02,2019,4814.700000000001
e2958973-150d-460a-b45a-7595d7cf510d,2019-02-04,4b8c465a-f469-4702-bfe8-29bcb0854ee2,Tiffany Marks,Australia,Home & Kitchen,Go,5,97.65,12.26,Johnny Marshall,PayPal,Returned,428.39,149.06,2019-02,2019,488.25
3e8dd358-96c7-4e4d-ae61-6fe9e014942d,2019-02-04,0d03b9c7-608c-4eaf-a128-ebb7ddd7f226,Jennifer Morris,Australia,Beauty,Surface,6,329.6,6.58,Michelle Garza,Debit Card,Pending,1847.47,642.84,2019-02,2019,1977.6000000000001
c4693712-f1d2-47eb-a2b0-92b1ed8679b5,2019-02-04,294a4aed-e24b-465a-9c62-a76fe1b40d0e,Michael Rivera,North America,Sports,Tv,2,425.08,11.94,Diane Andrews,Debit Card,Cancelled,748.65,260.5,2019-02,2019,850.16
d8bdc416-9b14-4f61-a7d8-e4b20030eb4a,2019-02-04,14d6947a-4fb2-45d2-8bcc-017c9365b3e2,Jerry Hicks,South America,Toys,Sense,10,21.83,11.55,Christina Thompson,Gift Card,Cancelled,193.09,67.19,2019-02,2019,218.29999999999998
18766df8-3d08-410e-aba6-7af64c6b0d59,2019-02-04,8de3b57d-4684-47c9-a7fa-413f13d4f006,Jessica Todd,Europe,Toys,Determine,2,68.18,11.61,Christina Thompson,Amazon Pay,Returned,120.53,41.94,2019-02,2019,136.36
ff9a82b6-8d6d-40eb-b248-ba7d82b4c102,2019-02-05,b21f780b-daee-4bc4-b7b6-afe978365876,Mark Lewis,Australia,Sports,And,2,264.17,14.62,Christina Thompson,Credit Card,Completed,451.1,156.96,2019-02,2019,528.34
848ef459-b00e-4949-b705-86a6162a558e,2019-02-05,7485da82-053b-46ea-9774-d1c3b28a8f05,David Bond,North America,Home & Kitchen,Offer,4,383.82,25.83,Christina Thompson,Credit Card,Cancelled,1138.72,396.22,2019-02,2019,1535.28
d2e761c6-6a12-4f72-8c69-719902fa3095,2019-02-05,64150aa9-0adf-470f-9d73-c27568a87872,Monica Webb,Europe,Beauty,Clearly,2,142.42,25.61,Kristen Ramos,Debit Card,Returned,211.89,73.73,2019-02,2019,284.84
229f0fdc-6556-4cb3-9a44-1710bf41a287,2019-02-05,39a3e912-4029-473b-a98d-d6d3e341dcba,Morgan Peters,Europe,Beauty,Poor,9,96.6,2.55,Crystal Williams,Gift Card,Cancelled,847.23,294.8,2019-02,2019,869.4
a9772cd9-2f15-43a4-adbb-00b9db1be43a,2019-02-05,51b2fb64-37c2-4be4-9ff3-d729855cf067,Deborah Franklin,Australia,Books,Me,8,178.51,27.98,Emily Matthews,Gift Card,Cancelled,1028.5,357.87,2019-02,2019,1428.08
fa7211cc-74cb-410d-bc86-c6cc60083016,2019-02-05,08de2fe8-4a51-431a-a4ad-fea34b1c4964,Joseph King,North America,Home & Kitchen,Growth,1,5.38,5.2,Susan Edwards,Amazon Pay,Completed,5.1,1.77,2019-02,2019,5.38
644c81d8-65d6-4a13-9ff7-2d4767efa9f4,2019-02-05,8cb75b25-547c-4b61-beb6-c6e260a4a0cb,Matthew Williams,Australia,Toys,Big,4,67.08,11.74,Emily Matthews,Credit Card,Pending,236.82,82.4,2019-02,2019,268.32
4b883fe0-c4ef-4476-9576-1256f7ef84af,2019-02-05,20e56fbd-0dab-4bbc-a4fc-aa0f5a4142f9,Jennifer Hernandez,Australia,Home & Kitchen,Help,5,455.7,27.81,Diane Andrews,Debit Card,Cancelled,1644.85,572.33,2019-02,2019,2278.5
baa5d9a3-fea8-43da-9a1c-be8233714089,2019-02-06,ea97f7cf-4f40-4439-9fbe-228a401d52b6,Diana Williams,Australia,Beauty,Film,2,104.7,26.9,Diane Andrews,Amazon Pay,Completed,153.07,53.26,2019-02,2019,209.4
bf3031b2-fbfd-4ca6-8cad-8dd643034fac,2019-02-07,acd0ce5a-cca5-45d3-887d-35cee1045ce3,Molly Beard,Asia,Clothing,Car,2,237.61,13.47,Michelle Garza,Gift Card,Returned,411.21,143.08,2019-02,2019,475.22
f4e4ecbf-898d-420a-8ae2-5cde7e0fed79,2019-02-07,d0733cd9-c508-4ae1-9372-05bd6094c147,Robert Jones,North America,Beauty,Administration,6,69.95,13.05,Mary Scott,PayPal,Pending,364.93,126.98,2019-02,2019,419.70000000000005
c0cce57f-42f7-4b43-aca1-b30071d2542c,2019-02-08,5a61e4fd-6ed1-4a2c-be6c-a72d7754b6b9,Edward Harris,North America,Home & Kitchen,True,7,465.82,19.83,Charles Smith,PayPal,Pending,2614.14,909.6,2019-02,2019,3260.74
25bb2418-4aed-4864-9947-9b7c399204ef,2019-02-08,b6ed7e63-4b72-45f4-ac9e-be93f750432c,Michele Harrell,Asia,Beauty,Suffer,4,437.07,16.1,Christina Thompson,PayPal,Returned,1466.81,510.38,2019-02,2019,1748.28
71d6f202-3791-4ec8-8c82-7dc85c91a8ce,2019-02-09,b17ac583-4b8f-4a60-a07c-5d2af6878d2e,Jennifer Robinson,Asia,Sports,Us,1,55.12,16.64,Joseph Brooks,PayPal,Pending,45.95,15.99,2019-02,2019,55.12
78ea0664-924d-454e-a697-f1bb42cf5b64,2019-02-09,2d045a8d-e8c9-4b82-a0e2-55edf8817ccb,Daniel Mendoza,South America,Clothing,Institution,2,132.09,26.73,Michelle Andersen,Amazon Pay,Returned,193.56,67.35,2019-02,2019,264.18
8974fe65-1b8b-4f23-adc5-019263a15135,2019-02-10,dbc83233-7c5f-459d-a905-2bb980a9dcea,Meredith Barker,Europe,Clothing,While,3,78.72,8.06,Crystal Williams,Credit Card,Returned,217.13,75.55,2019-02,2019,236.16
5f51f8c1-19e4-41cc-9dd5-4f3775ef9646,2019-02-10,f75acfbb-efaa-4393-aea0-cbc7dbfd742a,Frederick Roberts,Europe,Clothing,Treat,4,153.79,9.97,Crystal Williams,Credit Card,Completed,553.83,192.71,2019-02,2019,615.16
2696e827-1d54-482b-bdf2-59a8f6eb1f17,2019-02-11,3412d0da-5749-40c4-8f71-4ad4c0b044e8,Mark Wood,Europe,Clothing,Matter,10,372.62,28.88,Michelle Andersen,Amazon Pay,Cancelled,2650.07,922.1,2019-02,2019,3726.2
523905bf-f85c-44f5-af2d-643280c21ce6,2019-02-11,8f254295-ec47-4795-b504-d93a7bcb5e51,Mary Baker,Australia,Sports,Design,7,8.16,23.31,Caitlyn Boyd,Credit Card,Returned,43.81,15.24,2019-02,2019,57.120000000000005
a19e8360-2465-4a95-a7fa-bf9bda13c40a,2019-02-11,db6731be-b60b-4cab-b021-fcfc68ac2948,Jerry Long,Asia,Sports,Have,10,283.71,0.13,Emily Matthews,Debit Card,Cancelled,2833.41,985.9,2019-02,2019,2837.1
13880975-e75f-4b99-acb0-2d35e59f7a56,2019-02-11,6f4f0362-8129-47e5-ae21-e0f1c1b3547f,Parker Riley,Europe,Beauty,Rule,7,41.25,10.32,Charles Smith,Credit Card,Returned,258.95,90.1,2019-02,2019,288.75
9b2f5a3c-dbb8-4379-8cf8-073bd6b60385,2019-02-12,2a39084e-d1c3-4efc-a77b-8b5d2734f714,Renee Thomas,Europe,Beauty,Trouble,9,471.68,28.54,Michelle Garza,PayPal,Returned,3033.56,1055.54,2019-02,2019,4245.12
6c058577-441e-4893-b413-a0ab2790a8fd,2019-02-12,667a68aa-76c0-4d4a-a5b0-acbf9e35d1a1,Christie Hansen,Asia,Toys,Effect,5,328.16,27.22,Charles Smith,Debit Card,Cancelled,1194.17,415.52,2019-02,2019,1640.8000000000002
53493181-b2ab-49e5-9161-904b42df0c08,2019-02-13,68f59000-ffe7-48db-ae5d-0726c2a420a3,Derek Barry,North America,Home & Kitchen,Man,8,146.98,27.59,Roger Brown,PayPal,Returned,851.43,296.26,2019-02,2019,1175.84
7580eaba-2bca-4108-b77a-abaf592c0f74,2019-02-13,daea6508-0399-4cf6-8144-9eaf3f81faa0,Michelle Miller,Australia,Clothing,Series,4,45.21,27.78,Roger Brown,Credit Card,Completed,130.6,45.44,2019-02,2019,180.84
1e102fc3-4eb1-4272-bc0a-2a4e752584f4,2019-02-14,4a93d6ce-2b4a-4fcd-a3f3-0d98fc6bbffc,David Brown,Europe,Toys,Both,4,184.78,10.64,Charles Smith,Debit Card,Cancelled,660.48,229.82,2019-02,2019,739.12
716bc9c3-4440-46a4-a705-dfe798ed5f9b,2019-02-14,aae55b7d-60e7-4337-8e9c-f24b8a374286,David Fisher,South America,Toys,Attorney,3,242.1,24.96,Adam Smith,Credit Card,Pending,545.02,189.64,2019-02,2019,726.3
483e5095-da72-46e1-8613-a8b62813fc4f,2019-02-14,373108df-ce7a-43ef-b1e5-8f5307d2e492,Julie Mendez,Australia,Home & Kitchen,Tv,2,127.85,4.92,Michelle Garza,PayPal,Pending,243.12,84.59,2019-02,2019,255.7
ec3a39b1-66a2-47c3-b6ae-150c453a11bf,2019-02-15,6d5add6f-f31c-4405-9df2-4fa65e024433,Rebecca Lee,South America,Electronics,Until,5,64.47,3.19,Steven Coleman,Amazon Pay,Returned,312.07,108.59,2019-02,2019,322.35
0daaf890-dad7-4475-bdcb-22dc68a73229,2019-02-15,4005041e-859e-4062-808c-266d47eef4e1,Kim Melendez,Europe,Books,End,9,408.73,18.71,Susan Edwards,Amazon Pay,Returned,2990.31,1040.49,2019-02,2019,3678.57
40eb8ab2-0e59-450c-a9ae-9048543e21b7,2019-02-15,20d02122-3110-4962-8972-5dfeda149bfc,Richard Davis,Europe,Sports,Occur,4,432.86,20.95,Diane Andrews,Credit Card,Pending,1368.7,476.25,2019-02,2019,1731.44
